candidate_id,group_id,silver_label,domain,claim_text,evidence_text,realism_risk_flag,risk_types,realism_risk_score_0_to_5,realism_score_suggested_1_to_5,reason,recommended_action
SBV2-ALL92-G166-C02,SBV2-ALL92-G166,mild_scope_overclaim,robotics,The reward design sets the highest value at zero to stabilize Q-function learning and accelerate training after successful swing-ups.,"Having the highest possible value of the reward function at 0 makes learning the Q-function much more stable than having an optimal value that is positive, since a successful swing-up policy does not suddenly change the Q-values of all previous states and thus prevents policy degradation after learning successful swing-ups.",low,too_template_like,1,2,template_sim=0.75,keep
SBV2-ALL92-G166-C03,SBV2-ALL92-G166,strong_action_overclaim,robotics,The reward design sets the highest value at zero to stabilize Q-function learning under positive and zero-valued optimal rewards.,"Having the highest possible value of the reward function at 0 makes learning the Q-function much more stable than having an optimal value that is positive, since a successful swing-up policy does not suddenly change the Q-values of all previous states and thus prevents policy degradation after learning successful swing-ups.",low,too_template_like,1,2,template_sim=0.65,keep
SBV2-ALL92-G166-C04,SBV2-ALL92-G166,contradiction_candidate,robotics,The reward design sets the highest value above zero to stabilize Q-function learning and reduce degradation after successful swing-ups.,"Having the highest possible value of the reward function at 0 makes learning the Q-function much more stable than having an optimal value that is positive, since a successful swing-up policy does not suddenly change the Q-values of all previous states and thus prevents policy degradation after learning successful swing-ups.",medium,too_template_like|contradiction_too_mechanical,2,3,template_sim=0.82; contra_mech=high_sim_to_supported=1.00,review
SBV2-ALL92-G167-C01,SBV2-ALL92-G167,supported,robotics,The RealAIGym paper argues algorithm comparison benefits from benchmarking performance in both simulation and physical hardware experiments together.,In order to get a clear understanding of their individual strengths and weaknesses and their applicability in real world robotic scenarios is it important to benchmark and compare their performances not only in a simulation but also on real hard- ware.,low,too_template_like,1,2,template_sim=0.82,keep
SBV2-ALL92-G167-C02,SBV2-ALL92-G167,mild_scope_overclaim,robotics,"The RealAIGym paper argues algorithm comparison benefits from benchmarking performance in simulation, visual transfer tests, and physical hardware experiments together.",In order to get a clear understanding of their individual strengths and weaknesses and their applicability in real world robotic scenarios is it important to benchmark and compare their performances not only in a simulation but also on real hard- ware.,low,too_template_like,1,2,template_sim=0.78,keep
SBV2-ALL92-G167-C03,SBV2-ALL92-G167,strong_action_overclaim,robotics,The RealAIGym paper argues algorithm comparison proves reliable control after benchmarking performance in simulation and physical hardware experiments together.,In order to get a clear understanding of their individual strengths and weaknesses and their applicability in real world robotic scenarios is it important to benchmark and compare their performances not only in a simulation but also on real hard- ware.,medium,too_template_like|too_extreme,2,3,template_sim=0.75; extreme_words=proves,review
SBV2-ALL92-G167-C04,SBV2-ALL92-G167,contradiction_candidate,robotics,The RealAIGym paper argues algorithm comparison benefits from benchmarking performance in simulation rather than physical hardware experiments together.,In order to get a clear understanding of their individual strengths and weaknesses and their applicability in real world robotic scenarios is it important to benchmark and compare their performances not only in a simulation but also on real hard- ware.,medium,too_template_like|contradiction_too_mechanical,2,3,template_sim=0.80; contra_mech=high_sim_to_supported=0.81,review
SBV2-ALL92-G168-C01,SBV2-ALL92-G168,supported,robotics,"The RealAIGym implementation relies on Soft Actor-Critic, an RL method designed for continuous action spaces, as its core algorithm.","The core algorithm used is Soft Actor-Critic (SAC) [18], a state-of-the-art RL method designed for continuous action spaces.",low,too_template_like,1,2,template_sim=0.77,keep
SBV2-ALL92-G168-C02,SBV2-ALL92-G168,mild_scope_overclaim,robotics,"The RealAIGym implementation relies on Soft Actor-Critic, an RL method designed for continuous and discrete action spaces, as its core algorithm.","The core algorithm used is Soft Actor-Critic (SAC) [18], a state-of-the-art RL method designed for continuous action spaces.",low,too_template_like,1,2,template_sim=0.75,keep
SBV2-ALL92-G168-C03,SBV2-ALL92-G168,strong_action_overclaim,robotics,The RealAIGym implementation relies on Soft Actor-Critic as the central benchmark architecture for continuous action spaces and evaluation design.,"The core algorithm used is Soft Actor-Critic (SAC) [18], a state-of-the-art RL method designed for continuous action spaces.",low,none,0,1,no_risk_flag,keep
SBV2-ALL92-G168-C04,SBV2-ALL92-G168,contradiction_candidate,robotics,The RealAIGym implementation relies on PPO rather than Soft Actor-Critic as its core algorithm for continuous action spaces.,"The core algorithm used is Soft Actor-Critic (SAC) [18], a state-of-the-art RL method designed for continuous action spaces.",low,too_template_like,1,2,template_sim=0.68,keep
SBV2-ALL92-G170-C01,SBV2-ALL92-G170,supported,robotics,"In simulation, GRaD-Nav++ reports success rates of 83% on trained tasks and 75% on unseen tasks during evaluation.","In multi-task generalization experiments, our method achieves a success rate of 83% on trained tasks and 75% on unseen tasks in simulation.",low,too_template_like,1,2,template_sim=0.97,keep
SBV2-ALL92-G170-C02,SBV2-ALL92-G170,mild_scope_overclaim,robotics,"In simulation, GRaD-Nav++ reports success rates of 83% on trained tasks and 75% on unseen multi-stage tasks during evaluation.","In multi-task generalization experiments, our method achieves a success rate of 83% on trained tasks and 75% on unseen tasks in simulation.",medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=0.93; boundary=high_mild_strong_sim=0.90,review
SBV2-ALL92-G170-C03,SBV2-ALL92-G170,strong_action_overclaim,robotics,"In simulation, GRaD-Nav++ reports success rates above 90% on trained tasks and 75% on unseen tasks during evaluation.","In multi-task generalization experiments, our method achieves a success rate of 83% on trained tasks and 75% on unseen tasks in simulation.",medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=0.97; boundary=high_mild_strong_sim=0.90,review
SBV2-ALL92-G170-C04,SBV2-ALL92-G170,contradiction_candidate,robotics,"In simulation, GRaD-Nav++ reports success rates of 75% on trained tasks and 83% on unseen tasks during evaluation.","In multi-task generalization experiments, our method achieves a success rate of 83% on trained tasks and 75% on unseen tasks in simulation.",medium,too_template_like|contradiction_too_mechanical,2,3,template_sim=0.97; contra_mech=high_sim_to_supported=1.00,review
SBV2-ALL92-G172-C01,SBV2-ALL92-G172,supported,robotics,"The study evaluated its approach through PX4 and ArduPilot simulation testing, agent performance analysis, and feedback collection from sUAS developers.","We evaluated our approach by (a) conducting simulation testing of PX4 and ArduPilot flight- controller-based SuTs, (b) analyzing the performance of each agent, and (c) gathering feedback from sUAS developers.",low,too_template_like,1,2,template_sim=0.82,keep
SBV2-ALL92-G172-C02,SBV2-ALL92-G172,mild_scope_overclaim,robotics,"The study evaluated its approach through PX4 and ArduPilot simulation testing, agent performance analysis, and structured feedback collection from multiple sUAS developers.","We evaluated our approach by (a) conducting simulation testing of PX4 and ArduPilot flight- controller-based SuTs, (b) analyzing the performance of each agent, and (c) gathering feedback from sUAS developers.",low,too_template_like,1,2,template_sim=0.78,keep
SBV2-ALL92-G172-C03,SBV2-ALL92-G172,strong_action_overclaim,robotics,"The study evaluated its approach through PX4, ArduPilot, and hardware flight testing, agent performance analysis, and feedback collection from sUAS developers.","We evaluated our approach by (a) conducting simulation testing of PX4 and ArduPilot flight- controller-based SuTs, (b) analyzing the performance of each agent, and (c) gathering feedback from sUAS developers.",low,too_template_like,1,2,template_sim=0.75,keep
